Date-value,Date-alias,SUM(Total Doses Administered (cumulative))-value,SUM(Total Doses Administered (cumulative))-alias
2021-02-10,2/10,1204625,1204625
2021-02-11,2/11,1264130,1264130
2021-02-12,2/12,1331779,1331779
2021-02-13,2/13,1384468,1384468
2021-02-14,2/14,1424087,1424087
2021-02-15,2/15,1446874,1446874
2021-02-16,2/16,1486933,1486933
2021-02-17,2/17,1524482,1524482
2021-02-18,2/18,1560585,1560585
2021-02-19,2/19,1597131,1597131
2021-02-20,2/20,1633348,1633348
2021-02-21,2/21,1656338,1656338
2021-02-22,2/22,1680574,1680574
2021-02-23,2/23,1719217,1719217
2021-02-24,2/24,1773724,1773724
2021-02-25,2/25,1856892,1856892
2021-02-26,2/26,1949790,1949790
2021-02-27,2/27,2021676,2021676
2021-02-28,2/28,2079601,2079601
2021-03-01,3/1,2128928,2128928
2021-03-02,3/2,2186783,2186783
2021-03-03,3/3,2249570,2249570
2021-03-04,3/4,2331059,2331059
2021-03-05,3/5,2416994,2416994
2021-03-06,3/6,2487618,2487618
2021-03-07,3/7,2544302,2544302
2021-03-08,3/8,2606484,2606484
2021-03-09,3/9,2664944,2664944
2021-03-10,3/10,2735503,2735503
2021-03-11,3/11,2819715,2819715
2021-03-12,3/12,2904433,2904433
2021-03-13,3/13,2976116,2976116
2021-03-14,3/14,3026699,3026699
2021-03-15,3/15,3080799,3080799
2021-03-16,3/16,3143100,3143100
2021-03-17,3/17,3213075,3213075
2021-03-18,3/18,3293966,3293966
2021-03-19,3/19,3375305,3375305
2021-03-20,3/20,3442874,3442874
2021-03-21,3/21,3491262,3491262
2021-03-22,3/22,3554180,3554180
2021-03-23,3/23,3627709,3627709
2021-03-24,3/24,3709626,3709626
2021-03-25,3/25,3806289,3806289
2021-03-26,3/26,3901372,3901372
2021-03-27,3/27,3983009,3983009
2021-03-28,3/28,4043107,4043107
2021-03-29,3/29,4117789,4117789
2021-03-30,3/30,4202066,4202066
2021-03-31,3/31,4301683,4301683
2021-04-01,4/1,4415052,4415052
2021-04-02,4/2,4521870,4521870
2021-04-03,4/3,4607537,4607537
2021-04-04,4/4,4659712,4659712
2021-04-05,4/5,4743947,4743947
2021-04-06,4/6,4841053,4841053
2021-04-07,4/7,4945406,4945406
2021-04-08,4/8,5061428,5061428
2021-04-09,4/9,5175017,5175017
2021-04-10,4/10,5268836,5268836
2021-04-11,4/11,5338666,5338666
2021-04-12,4/12,5424881,5424881
2021-04-13,4/13,5508324,5508324
2021-04-14,4/14,5595225,5595225
2021-04-15,4/15,5687642,5687642
2021-04-16,4/16,5777746,5777746
2021-04-17,4/17,5854097,5854097
2021-04-18,4/18,5901095,5901095
2021-04-19,4/19,5970002,5970002
2021-04-20,4/20,6042434,6042434
2021-04-21,4/21,6115862,6115862
2021-04-22,4/22,6193596,6193596
2021-04-23,4/23,6267965,6267965
2021-04-24,4/24,6334519,6334519
2021-04-25,4/25,6372936,6372936
2021-04-26,4/26,6425040,6425040
2021-04-27,4/27,6486540,6486540
2021-04-28,4/28,6553697,6553697
2021-04-29,4/29,6623372,6623372
2021-04-30,4/30,6691820,6691820
2021-05-01,5/1,6757894,6757894
2021-05-02,5/2,6807031,6807031
2021-05-03,5/3,6878191,6878191
2021-05-04,5/4,6954489,6954489
2021-05-05,5/5,7021437,7021437
2021-05-06,5/6,7090078,7090078
2021-05-07,5/7,7161649,7161649
2021-05-08,5/8,7218712,7218712
2021-05-09,5/9,7255076,7255076
2021-05-10,5/10,7307427,7307427
2021-05-11,5/11,7365783,7365783
2021-05-12,5/12,7419208,7419208
2021-05-13,5/13,7480060,7480060
2021-05-14,5/14,7548042,7548042
2021-05-15,5/15,7606882,7606882
2021-05-16,5/16,7627562,7627562
2021-05-17,5/17,7663484,7663484
2021-05-18,5/18,7682972,7682972
